1985: 21711,34348
Journey into Mystery: 1497,2573,7168,39761
Tales of Suspense: 2007,18545,107169
Tales to Astonish: 2008,18578,33492
The Rawhide Kid: 2023,33618
Amazing Adventures: 2044,2469,3001,31631
Fantastic Four: 2045,6211,9462,34468,53921,71949,84326
The Incredible Hulk: 2077,2406
The Amazing Spider-Man: 2127,22719,34326,73420,78701,85076,87154
Fantastic Four Annual: 2129,77247
Daredevil: 2190,6209,41410,72417,86343
Fantasy Masterpieces: 2290,3003
Thor: 2294,6226,18831,31184,77223
Thor Annual: 2295,28094,80299
Daredevil Annual: 2351,19415,51109,92737
Ghost Rider: 2352,2636,4397,18138,40536,96138
Marvel Super-Heroes: 2353,4404
Not Brand Echh: 2354,106134
Captain America: 2400,5776,6206,11499,41245,54110,103427
Captain Marvel: 2401,6458,18270,18296,19319,19326,19633,50575,72272,87428,105506
Doctor Strange: 2403,2676,85094,106673
Iron Man: 2407,6504,18220,18800,53725
Nick Fury, Agent of SHIELD: 2410,3235,4232
Sub-Mariner: 2413,18687
Astonishing Tales: 2470,25642
Iron Man Special: 2474,76085
Ka-Zar: 2475,2692,6006,40723
Where Monsters Dwell: 2481,82217
Kull the Conqueror: 2513,3140,3229
Marvel Feature: 2515,2771
Marvel Spotlight: 2516,3007,56733
The Defenders: 2569,102109
Marvel Team-Up: 2576,6011,18024
Marvel Triple Action: 2577,26396
Red Wolf: 2579,86389
Tomb of Dracula: 2582,20629
Warlock: 2583,3156,4817,9520,11006,25655
Werewolf by Night: 2584,18541
Strange Tales: 2643,3863,6224,18066,18544
Pride & Prejudice: 2657,78176
Giant-Size Avengers: 2677,20232
Giant-Size Spider-Man: 2686,74329
Man-Thing: 2693,3006,18540,99444
Master of Kung Fu: 2697,82104,105963
Deadpool: Suicide Kings: 2709,32321
The Invaders: 2765,5020
Iron Fist: 2766,6214,22401,23561,100082
2001, A Space Odyssey: 2854,22566
Howard the Duck: 2859,3005,19214,80597,85762
Nova: 2867,2957,18462,20997,57535,85778,96300
Omega the Unknown: 2868,19217
Black Panther: 2896,4045,6496,11502,25638,89350
Iron Man Annual: 2905,71801
Ms. Marvel: 2910,17990,71457,83966,86114
Red Sonja: 2912,3238,9122
Star Wars: 2914,79398,93987
Machine Man: 2956,3350
Power Man and Iron Fist: 2959,38907,88214
Spider-Woman: 2960,5049,9573,28083,78202,86127
Star Wars Annual: 3013,86555
Moon Knight: 3052,18105,28617,39957,72112,89613
Dazzler: 3083,33347
Hercules: 3139,3344,19104,85761
Marvel Fanfare: 3143,25660
Marvel Super Hero Contest of Champions: 3147,85118
Wolverine: 3157,4250,10809,23055,29930,35263,58822,71431
Alpha Flight: 3217,10818,11291,40216
Cloak and Dagger: 3219,3475,32266
Hawkeye: 3225,5301,23481,50941,68971,96661
The Official Handbook of the Marvel Universe: 3237,3497,4235,33959
Star Wars: Return of the Jedi: 3243,62244
The Thing: 3245,18242
Iceman: 3345,9465,101937
Power Pack: 3358,6748,18919,105771
West Coast Avengers: 3372,3521
Eternals: 3480,18203,21937,40496
Longshot: 3489,31860,52370
Rocket Raccoon: 3503,75336,97430
Secret Wars II: 3506,49730
Squadron Supreme: 3511,18307,22286,60319,86716
Web of Spider-Man: 3519,28576
X-Men/Alpha Flight: 3522,9191
Firestar: 3631,32668
The Punisher: 3649,3855,41758,71435,90118
Strikeforce: Morituri: 3654,45546
X-Factor: 3657,18109,24239
Silver Surfer: 3857,22808,23576,39031,54992,72582,87449
ALF: 4042,32243
Excalibur: 4052,11292,22316
The Punisher Annual: 4064,95233
Destroyer: 4222,4591,34009
The Sensational She-Hulk: 4243,67386
Wolverine Saga: 4251,27387
Damage Control: 4349,4350,4586
Black Knight: 4386,86096
Deathlok: 4391,4589,19493,77808
Foolkiller: 4395,95415
Guardians of the Galaxy: 4398,21550,57960,81904,85290,105759
The New Warriors: 4407,6787
Nomad: 4408,4803
RoboCop: 4418,21547,41444
RoboCop 2: 4419,52379
Spider-Man: 4421,34457,87820
The Thanos Quest: 4425,53791
Alpha Flight Special: 4579,22703
Darkhawk: 4587,106501
Guardians of the Galaxy Annual: 4595,78716
The Infinity Gauntlet: 4596,82203
Wonder Man: 4603,18020,26333
X-Force: 4604,10761,20511,71614
X-Men: 4605,10731,34221,62383
Cable: 4778,4993,20805,101767
Hook: 4792,34011
Hulk: Future Imperfect: 4793,81540
Morbius: The Living Vampire: 4798,55329
The Punisher: War Zone: 4807,21205
Silver Sable and the Wild Pack: 4810,106307
Slapstick: 4811,96307
X-Force Annual: 4822,30173
X-Men Adventures: 4823,5337,6684
Daredevil: The Man Without Fear: 5000,21193
Deadpool: 5003,6000,22955,53726,59624,85750
Gambit: 5011,9111,11879,11880,51107,62737
Sabretooth: 5041,22216,27157
Spider-Man Unlimited: 5048,10760,11306
Thor Corps: 5054,88780
Thunderstrike: 5055,36953
Venom: Lethal Protector: 5059,43379
X-Men Unlimited: 5066,10745
ClanDestine: 5286,20448
Fantastic Force: 5296,26282
Generation X: 5300,101478
Marvels: 5313,33524,56739
Scarlet Witch: 5323,86552
Solo: 5325,94818
Spider-Man: The Mutant Agenda: 5328,54343
Venom: The Enemy Within: 5333,64777
Vision: 5335,85793,107670
War Machine: 5336,25295
Amazing Fantasy: 5533,18663
Amazing X-Men: 5535,68919
Astonishing X-Men: 5536,10746,18027,30217,59353,102882
Ruins: 5556,68296
Weapon X: 5564,18390,35703,100709
Daily Bugle: 5778,21604
Elektra: 5779,9408,9541,73240,99034
The Sensational Spider-Man: 5788,18177
Heroes for Hire: 6003,18102,37120
Spider-Man: Hobgoblin Lives: 6014,40747
Thunderbolts: 6020,18128,54429,90125
Spider-Girl: 6218,36750
Spider-Man: Chapter One: 6219,44770
Dark Tower: Fall of Gilead: 6230,31474
Earth X: 6354,33516
Fantastic Five: 6355,18877
Blaze of Glory: 6456,32257
Incredible Hulk: 6558,24715,43516,105325
Defenders: 6645,21661,44363
Avengers: 6742,7084,33227,54428,85077,95402
Hulk: 6779,20291,73100,97422
Inhumans: 6781,18639,28119
Exiles: 6983,26159
Storm: 7191,18260,44429,75874
Starjammers: 7192,11308
Rogue: 7193,19612,21823,55247
Magneto: 7196,18495,38622,72111
Spider-Man's Tangled Web: 7255,77727
Ultimate Spider-Man: 7257,27381,48343
U.S.Agent: 7259,19601
Immortal Weapons: 7351,32295
Trojan War: 7656,99488
Galactus the Devourer: 9110,75012
New X-Men: 9121,18078
Thor: Godstorm: 9144,39589
X-Men Forever: 9197,26670
X-Men: The Hidden Years: 9202,49072
Avengers: Celestial Quest: 9243,52232
X-Treme X-Men: 9411,50754
Cyclops: 9461,39519,73677
Nightcrawler: 9467,18700,18835,72934
Startling Stories: Banner: 9471,35190
Taskmaster: 9473,35277
Thing: Freakshow: 9474,28267
X-Statix: 9478,35058
The Order: 9496,18911
Venom: Carnage Unleashed: 9522,106142
Venom: Separation Anxiety: 9523,97084
Marvel Mangaverse: 9546,38318
X-Men Annual: 10748,18169,22988
Wolverine: The End: 10811,38725
Wolverine/Captain America: 10812,46072
Domino: 10904,22683
Kingpin: 10989,98750
Avengers Forever: 11015,28054
Loki: 11023,35776,36282
She-Hulk: 11058,18293,71612,105965
Venom: 11068,39301,95845
Fantastic Four: Foes: 11090,36604
Union Jack: 11139,18134,63494
Identity Disc: 11293,32297
Bullseye: Greatest Hits: 11341,34598
X-Men: Phoenix - Endsong: 11353,30233
Powerless: 11364,35652
Doc Samson: 11390,19034
Marvel Super Action: 11450,55706
New Avengers: 11497,33777,55330,85301
Young Avengers: 11870,25832,31675,56117
Runaways: 11872,17988,18055,18060,22775,31321,82705,104320
Elektra: The Hand: 12002,35397
House of M: 12049,30367,32217,83959
New Warriors: 18016,18671,71802
Civil War: 18023,27492,83125
X-Men 2099: 18073,27084
